"","GEOID","NAME","variable","estimate","moe"
"850","19121","Madison County, Iowa","B15003_022",1894,261
"851","19123","Mahaska County, Iowa","B15003_022",2546,251
"852","19125","Marion County, Iowa","B15003_022",3920,278
"853","19127","Marshall County, Iowa","B15003_022",3721,326
"854","19129","Mills County, Iowa","B15003_022",1629,197
"855","19131","Mitchell County, Iowa","B15003_022",934,141
"856","19133","Monona County, Iowa","B15003_022",705,112
"857","19135","Monroe County, Iowa","B15003_022",677,157
"858","19137","Montgomery County, Iowa","B15003_022",867,139
"859","19139","Muscatine County, Iowa","B15003_022",4129,369
"860","19141","O'Brien County, Iowa","B15003_022",1435,200
"861","19143","Osceola County, Iowa","B15003_022",595,97
"862","19145","Page County, Iowa","B15003_022",1662,222
"863","19147","Palo Alto County, Iowa","B15003_022",1232,155
"864","19149","Plymouth County, Iowa","B15003_022",2696,263
"865","19151","Pocahontas County, Iowa","B15003_022",648,84
"866","19153","Polk County, Iowa","B15003_022",75457,1657
"867","19155","Pottawattamie County, Iowa","B15003_022",9163,483
"868","19157","Poweshiek County, Iowa","B15003_022",1648,209
"869","19159","Ringgold County, Iowa","B15003_022",521,86
"870","19161","Sac County, Iowa","B15003_022",1026,114
"871","19163","Scott County, Iowa","B15003_022",23088,878
"872","19165","Shelby County, Iowa","B15003_022",1321,180
"873","19167","Sioux County, Iowa","B15003_022",4023,308
"874","19169","Story County, Iowa","B15003_022",13567,676
"875","19171","Tama County, Iowa","B15003_022",1415,168
"876","19173","Taylor County, Iowa","B15003_022",446,62
"877","19175","Union County, Iowa","B15003_022",956,147
"878","19177","Van Buren County, Iowa","B15003_022",508,97
"879","19179","Wapello County, Iowa","B15003_022",2858,279
"880","19181","Warren County, Iowa","B15003_022",6961,417
"881","19183","Washington County, Iowa","B15003_022",2179,227
"882","19185","Wayne County, Iowa","B15003_022",416,58
"883","19187","Webster County, Iowa","B15003_022",3608,300
"884","19189","Winnebago County, Iowa","B15003_022",1168,144
"885","19191","Winneshiek County, Iowa","B15003_022",2366,197
"886","19193","Woodbury County, Iowa","B15003_022",10188,574
"887","19195","Worth County, Iowa","B15003_022",586,74
"888","19197","Wright County, Iowa","B15003_022",1182,171
"889","20001","Allen County, Kansas","B15003_022",1086,169
"890","20003","Anderson County, Kansas","B15003_022",574,131
"891","20005","Atchison County, Kansas","B15003_022",1324,202
"892","20007","Barber County, Kansas","B15003_022",393,85
"893","20009","Barton County, Kansas","B15003_022",2161,249
"894","20011","Bourbon County, Kansas","B15003_022",1191,195
"895","20013","Brown County, Kansas","B15003_022",878,129
"896","20015","Butler County, Kansas","B15003_022",8573,570
"897","20017","Chase County, Kansas","B15003_022",335,61
"898","20019","Chautauqua County, Kansas","B15003_022",309,63
"899","20021","Cherokee County, Kansas","B15003_022",1713,183
"900","20023","Cheyenne County, Kansas","B15003_022",386,68
"901","20025","Clark County, Kansas","B15003_022",382,58
"902","20027","Clay County, Kansas","B15003_022",927,195
"903","20029","Cloud County, Kansas","B15003_022",772,120
"904","20031","Coffey County, Kansas","B15003_022",910,103
"905","20033","Comanche County, Kansas","B15003_022",167,40
"906","20035","Cowley County, Kansas","B15003_022",3215,297
"907","20037","Crawford County, Kansas","B15003_022",4221,350
"908","20039","Decatur County, Kansas","B15003_022",318,80
"909","20041","Dickinson County, Kansas","B15003_022",1937,259
"910","20043","Doniphan County, Kansas","B15003_022",645,95
"911","20045","Douglas County, Kansas","B15003_022",17727,748
"912","20047","Edwards County, Kansas","B15003_022",286,53
"913","20049","Elk County, Kansas","B15003_022",164,34
"914","20051","Ellis County, Kansas","B15003_022",4297,355
"915","20053","Ellsworth County, Kansas","B15003_022",661,110
"916","20055","Finney County, Kansas","B15003_022",2518,250
"917","20057","Ford County, Kansas","B15003_022",2480,312
"918","20059","Franklin County, Kansas","B15003_022",2302,282
"919","20061","Geary County, Kansas","B15003_022",2879,325
"920","20063","Gove County, Kansas","B15003_022",365,59
"921","20065","Graham County, Kansas","B15003_022",418,69
"922","20067","Grant County, Kansas","B15003_022",538,153
"923","20069","Gray County, Kansas","B15003_022",594,90
"924","20071","Greeley County, Kansas","B15003_022",200,55
"925","20073","Greenwood County, Kansas","B15003_022",584,97
"926","20075","Hamilton County, Kansas","B15003_022",225,59
"927","20077","Harper County, Kansas","B15003_022",466,89
"928","20079","Harvey County, Kansas","B15003_022",4122,417
"929","20081","Haskell County, Kansas","B15003_022",295,58
"930","20083","Hodgeman County, Kansas","B15003_022",235,60
"931","20085","Jackson County, Kansas","B15003_022",1183,176
"932","20087","Jefferson County, Kansas","B15003_022",1887,208
"933","20089","Jewell County, Kansas","B15003_022",255,58
"934","20091","Johnson County, Kansas","B15003_022",132207,1760
"935","20093","Kearny County, Kansas","B15003_022",210,71
"936","20095","Kingman County, Kansas","B15003_022",908,99
"937","20097","Kiowa County, Kansas","B15003_022",309,53
"938","20099","Labette County, Kansas","B15003_022",1614,242
"939","20101","Lane County, Kansas","B15003_022",206,47
"940","20103","Leavenworth County, Kansas","B15003_022",9459,576
"941","20105","Lincoln County, Kansas","B15003_022",287,57
"942","20107","Linn County, Kansas","B15003_022",708,135
"943","20109","Logan County, Kansas","B15003_022",262,52
"944","20111","Lyon County, Kansas","B15003_022",3498,361
"945","20113","McPherson County, Kansas","B15003_022",3881,324
"946","20115","Marion County, Kansas","B15003_022",1356,149
"947","20117","Marshall County, Kansas","B15003_022",844,122
"948","20119","Meade County, Kansas","B15003_022",394,81
"949","20121","Miami County, Kansas","B15003_022",3876,378
"950","20123","Mitchell County, Kansas","B15003_022",698,136
"951","20125","Montgomery County, Kansas","B15003_022",2891,289
"952","20127","Morris County, Kansas","B15003_022",485,93
"953","20129","Morton County, Kansas","B15003_022",158,59
"954","20131","Nemaha County, Kansas","B15003_022",1122,118
"955","20133","Neosho County, Kansas","B15003_022",1173,198
"956","20135","Ness County, Kansas","B15003_022",323,59
"957","20137","Norton County, Kansas","B15003_022",528,147
"958","20139","Osage County, Kansas","B15003_022",1548,158
"959","20141","Osborne County, Kansas","B15003_022",429,80
"960","20143","Ottawa County, Kansas","B15003_022",682,100
"961","20145","Pawnee County, Kansas","B15003_022",579,147
"962","20147","Phillips County, Kansas","B15003_022",570,68
"963","20149","Pottawatomie County, Kansas","B15003_022",3310,347
"964","20151","Pratt County, Kansas","B15003_022",1119,130
"965","20153","Rawlins County, Kansas","B15003_022",365,71
"966","20155","Reno County, Kansas","B15003_022",5873,409
"967","20157","Republic County, Kansas","B15003_022",490,84
"968","20159","Rice County, Kansas","B15003_022",961,142
"969","20161","Riley County, Kansas","B15003_022",9250,609
"970","20163","Rooks County, Kansas","B15003_022",602,81
"971","20165","Rush County, Kansas","B15003_022",347,65
"972","20167","Russell County, Kansas","B15003_022",667,160
"973","20169","Saline County, Kansas","B15003_022",6167,539
"974","20171","Scott County, Kansas","B15003_022",630,170
"975","20173","Sedgwick County, Kansas","B15003_022",66165,1588
"976","20175","Seward County, Kansas","B15003_022",1185,172
"977","20177","Shawnee County, Kansas","B15003_022",23162,929
"978","20179","Sheridan County, Kansas","B15003_022",324,53
"979","20181","Sherman County, Kansas","B15003_022",565,171
"980","20183","Smith County, Kansas","B15003_022",394,58
"981","20185","Stafford County, Kansas","B15003_022",494,65
"982","20187","Stanton County, Kansas","B15003_022",260,78
"983","20189","Stevens County, Kansas","B15003_022",405,104
"984","20191","Sumner County, Kansas","B15003_022",2444,251
"985","20193","Thomas County, Kansas","B15003_022",946,166
"986","20195","Trego County, Kansas","B15003_022",347,79
"987","20197","Wabaunsee County, Kansas","B15003_022",711,107
"988","20199","Wallace County, Kansas","B15003_022",229,50
"989","20201","Washington County, Kansas","B15003_022",562,88
"990","20203","Wichita County, Kansas","B15003_022",224,62
"991","20205","Wilson County, Kansas","B15003_022",649,119
"992","20207","Woodson County, Kansas","B15003_022",241,46
"993","20209","Wyandotte County, Kansas","B15003_022",11616,645
"994","21001","Adair County, Kentucky","B15003_022",997,168
"995","21003","Allen County, Kentucky","B15003_022",1274,247
"996","21005","Anderson County, Kentucky","B15003_022",1974,276
"997","21007","Ballard County, Kentucky","B15003_022",463,92
"998","21009","Barren County, Kentucky","B15003_022",2904,367
"999","21011","Bath County, Kentucky","B15003_022",636,169
"1000","21013","Bell County, Kentucky","B15003_022",897,148
"1001","21015","Boone County, Kentucky","B15003_022",16762,873
"1002","21017","Bourbon County, Kentucky","B15003_022",1712,273
"1003","21019","Boyd County, Kentucky","B15003_022",4012,389
"1004","21021","Boyle County, Kentucky","B15003_022",2329,264
"1005","21023","Bracken County, Kentucky","B15003_022",438,111
"1006","21025","Breathitt County, Kentucky","B15003_022",556,112
"1007","21027","Breckinridge County, Kentucky","B15003_022",754,140
"1008","21029","Bullitt County, Kentucky","B15003_022",4923,474
"1009","21031","Butler County, Kentucky","B15003_022",610,158
"1010","21033","Caldwell County, Kentucky","B15003_022",623,177
"1011","21035","Calloway County, Kentucky","B15003_022",3830,422
"1012","21037","Campbell County, Kentucky","B15003_022",12818,636
"1013","21039","Carlisle County, Kentucky","B15003_022",318,82
"1014","21041","Carroll County, Kentucky","B15003_022",504,181
"1015","21043","Carter County, Kentucky","B15003_022",1594,298
"1016","21045","Casey County, Kentucky","B15003_022",667,130
"1017","21047","Christian County, Kentucky","B15003_022",3913,372
"1018","21049","Clark County, Kentucky","B15003_022",3608,349
"1019","21051","Clay County, Kentucky","B15003_022",755,189
"1020","21053","Clinton County, Kentucky","B15003_022",397,153
"1021","21055","Crittenden County, Kentucky","B15003_022",505,129
"1022","21057","Cumberland County, Kentucky","B15003_022",408,121
"1023","21059","Daviess County, Kentucky","B15003_022",8843,621
"1024","21061","Edmonson County, Kentucky","B15003_022",540,140
"1025","21063","Elliott County, Kentucky","B15003_022",240,103
"1026","21065","Estill County, Kentucky","B15003_022",640,182
"1027","21067","Fayette County, Kentucky","B15003_022",48624,1377
"1028","21069","Fleming County, Kentucky","B15003_022",756,165
"1029","21071","Floyd County, Kentucky","B15003_022",1653,214
"1030","21073","Franklin County, Kentucky","B15003_022",6189,473
"1031","21075","Fulton County, Kentucky","B15003_022",382,97
"1032","21077","Gallatin County, Kentucky","B15003_022",493,128
"1033","21079","Garrard County, Kentucky","B15003_022",1178,214
"1034","21081","Grant County, Kentucky","B15003_022",1233,299
"1035","21083","Graves County, Kentucky","B15003_022",2444,295
"1036","21085","Grayson County, Kentucky","B15003_022",899,187
"1037","21087","Green County, Kentucky","B15003_022",488,95
"1038","21089","Greenup County, Kentucky","B15003_022",2660,320
"1039","21091","Hancock County, Kentucky","B15003_022",365,81
"1040","21093","Hardin County, Kentucky","B15003_022",9288,630
"1041","21095","Harlan County, Kentucky","B15003_022",1189,172
"1042","21097","Harrison County, Kentucky","B15003_022",1225,250
"1043","21099","Hart County, Kentucky","B15003_022",889,164
"1044","21101","Henderson County, Kentucky","B15003_022",2978,371
"1045","21103","Henry County, Kentucky","B15003_022",701,133
"1046","21105","Hickman County, Kentucky","B15003_022",152,68
"1047","21107","Hopkins County, Kentucky","B15003_022",2879,315
"1048","21109","Jackson County, Kentucky","B15003_022",550,207
"1049","21111","Jefferson County, Kentucky","B15003_022",99063,1786
"1050","21113","Jessamine County, Kentucky","B15003_022",5790,591
"1051","21115","Johnson County, Kentucky","B15003_022",1410,298
"1052","21117","Kenton County, Kentucky","B15003_022",20853,778
"1053","21119","Knott County, Kentucky","B15003_022",619,132
"1054","21121","Knox County, Kentucky","B15003_022",967,213
"1055","21123","Larue County, Kentucky","B15003_022",614,173
"1056","21125","Laurel County, Kentucky","B15003_022",3259,462
"1057","21127","Lawrence County, Kentucky","B15003_022",715,211
"1058","21129","Lee County, Kentucky","B15003_022",195,71
"1059","21131","Leslie County, Kentucky","B15003_022",386,159
"1060","21133","Letcher County, Kentucky","B15003_022",1035,218
"1061","21135","Lewis County, Kentucky","B15003_022",565,191
"1062","21137","Lincoln County, Kentucky","B15003_022",1062,200
"1063","21139","Livingston County, Kentucky","B15003_022",406,113
"1064","21141","Logan County, Kentucky","B15003_022",1863,284
"1065","21143","Lyon County, Kentucky","B15003_022",519,118
"1066","21145","McCracken County, Kentucky","B15003_022",6875,596
"1067","21147","McCreary County, Kentucky","B15003_022",559,190
"1068","21149","McLean County, Kentucky","B15003_022",382,91
"1069","21151","Madison County, Kentucky","B15003_022",9966,776
"1070","21153","Magoffin County, Kentucky","B15003_022",424,139
"1071","21155","Marion County, Kentucky","B15003_022",926,210
"1072","21157","Marshall County, Kentucky","B15003_022",2235,320
"1073","21159","Martin County, Kentucky","B15003_022",373,131
"1074","21161","Mason County, Kentucky","B15003_022",1109,192
"1075","21163","Meade County, Kentucky","B15003_022",1989,292
"1076","21165","Menifee County, Kentucky","B15003_022",338,124
"1077","21167","Mercer County, Kentucky","B15003_022",1406,188
"1078","21169","Metcalfe County, Kentucky","B15003_022",391,126
"1079","21171","Monroe County, Kentucky","B15003_022",592,176
"1080","21173","Montgomery County, Kentucky","B15003_022",1836,320
"1081","21175","Morgan County, Kentucky","B15003_022",644,143
"1082","21177","Muhlenberg County, Kentucky","B15003_022",1306,292
"1083","21179","Nelson County, Kentucky","B15003_022",3352,372
"1084","21181","Nicholas County, Kentucky","B15003_022",254,85
"1085","21183","Ohio County, Kentucky","B15003_022",911,206
"1086","21185","Oldham County, Kentucky","B15003_022",10430,485
"1087","21187","Owen County, Kentucky","B15003_022",479,168
"1088","21189","Owsley County, Kentucky","B15003_022",206,81
"1089","21191","Pendleton County, Kentucky","B15003_022",721,203
"1090","21193","Perry County, Kentucky","B15003_022",1120,230
"1091","21195","Pike County, Kentucky","B15003_022",2963,331
"1092","21197","Powell County, Kentucky","B15003_022",575,143
"1093","21199","Pulaski County, Kentucky","B15003_022",4059,429
"1094","21201","Robertson County, Kentucky","B15003_022",205,75
"1095","21203","Rockcastle County, Kentucky","B15003_022",805,166
"1096","21205","Rowan County, Kentucky","B15003_022",1470,240
"1097","21207","Russell County, Kentucky","B15003_022",965,166
"1098","21209","Scott County, Kentucky","B15003_022",5761,387
"1099","21211","Shelby County, Kentucky","B15003_022",4447,432
"1100","21213","Simpson County, Kentucky","B15003_022",1176,235
"1101","21215","Spencer County, Kentucky","B15003_022",1453,245
"1102","21217","Taylor County, Kentucky","B15003_022",1675,282
"1103","21219","Todd County, Kentucky","B15003_022",564,134
"1104","21221","Trigg County, Kentucky","B15003_022",1056,233
"1105","21223","Trimble County, Kentucky","B15003_022",403,112
"1106","21225","Union County, Kentucky","B15003_022",609,137
"1107","21227","Warren County, Kentucky","B15003_022",13718,743
"1108","21229","Washington County, Kentucky","B15003_022",633,132
"1109","21231","Wayne County, Kentucky","B15003_022",856,244
"1110","21233","Webster County, Kentucky","B15003_022",542,109
"1111","21235","Whitley County, Kentucky","B15003_022",2503,416
"1112","21237","Wolfe County, Kentucky","B15003_022",194,106
"1113","21239","Woodford County, Kentucky","B15003_022",3480,284
"1114","22001","Acadia Parish, Louisiana","B15003_022",3350,517
"1115","22003","Allen Parish, Louisiana","B15003_022",1424,234
"1116","22005","Ascension Parish, Louisiana","B15003_022",14763,1058
"1117","22007","Assumption Parish, Louisiana","B15003_022",1070,223
"1118","22009","Avoyelles Parish, Louisiana","B15003_022",2219,344
"1119","22011","Beauregard Parish, Louisiana","B15003_022",2804,347
"1120","22013","Bienville Parish, Louisiana","B15003_022",751,168
"1121","22015","Bossier Parish, Louisiana","B15003_022",13583,952
"1122","22017","Caddo Parish, Louisiana","B15003_022",25380,1117
"1123","22019","Calcasieu Parish, Louisiana","B15003_022",19062,979
"1124","22021","Caldwell Parish, Louisiana","B15003_022",575,159
"1125","22023","Cameron Parish, Louisiana","B15003_022",469,120
"1126","22025","Catahoula Parish, Louisiana","B15003_022",733,179
"1127","22027","Claiborne Parish, Louisiana","B15003_022",1102,178
"1128","22029","Concordia Parish, Louisiana","B15003_022",1106,245
"1129","22031","De Soto Parish, Louisiana","B15003_022",1655,285
"1130","22033","East Baton Rouge Parish, Louisiana","B15003_022",60801,1688
"1131","22035","East Carroll Parish, Louisiana","B15003_022",359,149
"1132","22037","East Feliciana Parish, Louisiana","B15003_022",1236,209
"1133","22039","Evangeline Parish, Louisiana","B15003_022",2082,322
"1134","22041","Franklin Parish, Louisiana","B15003_022",1037,160
"1135","22043","Grant Parish, Louisiana","B15003_022",924,198
"1136","22045","Iberia Parish, Louisiana","B15003_022",4234,494
"1137","22047","Iberville Parish, Louisiana","B15003_022",2470,389
"1138","22049","Jackson Parish, Louisiana","B15003_022",1030,176
"1139","22051","Jefferson Parish, Louisiana","B15003_022",51200,1566
"1140","22053","Jefferson Davis Parish, Louisiana","B15003_022",2084,310
"1141","22055","Lafayette Parish, Louisiana","B15003_022",34741,1309
"1142","22057","Lafourche Parish, Louisiana","B15003_022",7468,639
"1143","22059","LaSalle Parish, Louisiana","B15003_022",939,276
"1144","22061","Lincoln Parish, Louisiana","B15003_022",5403,466
"1145","22063","Livingston Parish, Louisiana","B15003_022",11035,849
"1146","22065","Madison Parish, Louisiana","B15003_022",698,136
"1147","22067","Morehouse Parish, Louisiana","B15003_022",1896,253
"1148","22069","Natchitoches Parish, Louisiana","B15003_022",2867,288
"1149","22071","Orleans Parish, Louisiana","B15003_022",56258,1154
"1150","22073","Ouachita Parish, Louisiana","B15003_022",16303,964
"1151","22075","Plaquemines Parish, Louisiana","B15003_022",2074,355
"1152","22077","Pointe Coupee Parish, Louisiana","B15003_022",1728,256
"1153","22079","Rapides Parish, Louisiana","B15003_022",11153,787
"1154","22081","Red River Parish, Louisiana","B15003_022",542,157
"1155","22083","Richland Parish, Louisiana","B15003_022",1379,189
"1156","22085","Sabine Parish, Louisiana","B15003_022",1571,199
"1157","22087","St. Bernard Parish, Louisiana","B15003_022",2776,287
"1158","22089","St. Charles Parish, Louisiana","B15003_022",5842,580
"1159","22091","St. Helena Parish, Louisiana","B15003_022",410,158
"1160","22093","St. James Parish, Louisiana","B15003_022",1435,256
"1161","22095","St. John the Baptist Parish, Louisiana","B15003_022",3382,438
"1162","22097","St. Landry Parish, Louisiana","B15003_022",4940,498
"1163","22099","St. Martin Parish, Louisiana","B15003_022",3834,427
"1164","22101","St. Mary Parish, Louisiana","B15003_022",2649,262
"1165","22103","St. Tammany Parish, Louisiana","B15003_022",35597,1269
"1166","22105","Tangipahoa Parish, Louisiana","B15003_022",11679,832
"1167","22107","Tensas Parish, Louisiana","B15003_022",218,73
"1168","22109","Terrebonne Parish, Louisiana","B15003_022",7936,722
"1169","22111","Union Parish, Louisiana","B15003_022",1393,247
"1170","22113","Vermilion Parish, Louisiana","B15003_022",3570,438
"1171","22115","Vernon Parish, Louisiana","B15003_022",3841,357
"1172","22117","Washington Parish, Louisiana","B15003_022",2511,397
"1173","22119","Webster Parish, Louisiana","B15003_022",3068,346
"1174","22121","West Baton Rouge Parish, Louisiana","B15003_022",2304,312
"1175","22123","West Carroll Parish, Louisiana","B15003_022",550,128
"1176","22125","West Feliciana Parish, Louisiana","B15003_022",1510,272
"1177","22127","Winn Parish, Louisiana","B15003_022",911,194
"1178","23001","Androscoggin County, Maine","B15003_022",10984,702
"1179","23003","Aroostook County, Maine","B15003_022",6514,404
"1180","23005","Cumberland County, Maine","B15003_022",58303,1406
"1181","23007","Franklin County, Maine","B15003_022",3601,356
"1182","23009","Hancock County, Maine","B15003_022",7879,404
"1183","23011","Kennebec County, Maine","B15003_022",14228,761
"1184","23013","Knox County, Maine","B15003_022",5873,443
"1185","23015","Lincoln County, Maine","B15003_022",4875,395
"1186","23017","Oxford County, Maine","B15003_022",5125,342
"1187","23019","Penobscot County, Maine","B15003_022",17833,739
"1188","23021","Piscataquis County, Maine","B15003_022",1599,175
"1189","23023","Sagadahoc County, Maine","B15003_022",5701,464
"1190","23025","Somerset County, Maine","B15003_022",4418,397
"1191","23027","Waldo County, Maine","B15003_022",5596,390
"1192","23029","Washington County, Maine","B15003_022",3210,204
"1193","23031","York County, Maine","B15003_022",30093,1189
"1194","24001","Allegany County, Maryland","B15003_022",4888,385
"1195","24003","Anne Arundel County, Maryland","B15003_022",90536,2088
"1196","24005","Baltimore County, Maryland","B15003_022",125363,2210
"1197","24009","Calvert County, Maryland","B15003_022",10564,742
"1198","24011","Caroline County, Maryland","B15003_022",2182,252
"1199","24013","Carroll County, Maryland","B15003_022",25023,834
"1200","24015","Cecil County, Maryland","B15003_022",9632,659
"1201","24017","Charles County, Maryland","B15003_022",17540,834
"1202","24019","Dorchester County, Maryland","B15003_022",2926,294
"1203","24021","Frederick County, Maryland","B15003_022",39146,1047
"1204","24023","Garrett County, Maryland","B15003_022",2244,279
"1205","24025","Harford County, Maryland","B15003_022",36150,1035
"1206","24027","Howard County, Maryland","B15003_022",63325,1547
"1207","24029","Kent County, Maryland","B15003_022",2644,268
"1208","24031","Montgomery County, Maryland","B15003_022",190725,2549
"1209","24033","Prince George's County, Maryland","B15003_022",110917,1851
"1210","24035","Queen Anne's County, Maryland","B15003_022",7377,490
"1211","24037","St. Mary's County, Maryland","B15003_022",13009,733
"1212","24039","Somerset County, Maryland","B15003_022",1617,290
"1213","24041","Talbot County, Maryland","B15003_022",5448,397
"1214","24043","Washington County, Maryland","B15003_022",13451,667
"1215","24045","Wicomico County, Maryland","B15003_022",10373,598
"1216","24047","Worcester County, Maryland","B15003_022",7439,438
"1217","24510","Baltimore city, Maryland","B15003_022",67779,1492
"1218","25001","Barnstable County, Massachusetts","B15003_022",39428,1159
"1219","25003","Berkshire County, Massachusetts","B15003_022",16997,686
"1220","25005","Bristol County, Massachusetts","B15003_022",66555,1772
"1221","25007","Dukes County, Massachusetts","B15003_022",3591,520
"1222","25009","Essex County, Massachusetts","B15003_022",124302,2279
"1223","25011","Franklin County, Massachusetts","B15003_022",9936,454
"1224","25013","Hampden County, Massachusetts","B15003_022",49416,1257
"1225","25015","Hampshire County, Massachusetts","B15003_022",22348,929
"1226","25017","Middlesex County, Massachusetts","B15003_022",297546,3629
"1227","25019","Nantucket County, Massachusetts","B15003_022",1960,229
"1228","25021","Norfolk County, Massachusetts","B15003_022",138379,2243
"1229","25023","Plymouth County, Massachusetts","B15003_022",79833,1814
"1230","25025","Suffolk County, Massachusetts","B15003_022",130501,2526
"1231","25027","Worcester County, Massachusetts","B15003_022",120813,2234
"1232","26001","Alcona County, Michigan","B15003_022",847,84
"1233","26003","Alger County, Michigan","B15003_022",868,98
"1234","26005","Allegan County, Michigan","B15003_022",11470,624
"1235","26007","Alpena County, Michigan","B15003_022",2347,257
"1236","26009","Antrim County, Michigan","B15003_022",2830,200
"1237","26011","Arenac County, Michigan","B15003_022",846,93
"1238","26013","Baraga County, Michigan","B15003_022",613,94
"1239","26015","Barry County, Michigan","B15003_022",5549,412
"1240","26017","Bay County, Michigan","B15003_022",9685,529
"1241","26019","Benzie County, Michigan","B15003_022",2224,203
"1242","26021","Berrien County, Michigan","B15003_022",16928,688
"1243","26023","Branch County, Michigan","B15003_022",2927,244
"1244","26025","Calhoun County, Michigan","B15003_022",12698,690
"1245","26027","Cass County, Michigan","B15003_022",4402,408
"1246","26029","Charlevoix County, Michigan","B15003_022",3346,222
"1247","26031","Cheboygan County, Michigan","B15003_022",2385,166
"1248","26033","Chippewa County, Michigan","B15003_022",3597,301
"1249","26035","Clare County, Michigan","B15003_022",1707,187
"1250","26037","Clinton County, Michigan","B15003_022",10524,517
"1251","26039","Crawford County, Michigan","B15003_022",1215,193
"1252","26041","Delta County, Michigan","B15003_022",3760,272
"1253","26043","Dickinson County, Michigan","B15003_022",3280,313
"1254","26045","Eaton County, Michigan","B15003_022",12750,657
"1255","26047","Emmet County, Michigan","B15003_022",4826,283
"1256","26049","Genesee County, Michigan","B15003_022",35525,1122
"1257","26051","Gladwin County, Michigan","B15003_022",1512,132
"1258","26053","Gogebic County, Michigan","B15003_022",1434,182
"1259","26055","Grand Traverse County, Michigan","B15003_022",13632,759
"1260","26057","Gratiot County, Michigan","B15003_022",2478,236
"1261","26059","Hillsdale County, Michigan","B15003_022",3320,285
"1262","26061","Houghton County, Michigan","B15003_022",4172,324
"1263","26063","Huron County, Michigan","B15003_022",2414,176
"1264","26065","Ingham County, Michigan","B15003_022",35536,1013
"1265","26067","Ionia County, Michigan","B15003_022",4981,400
"1266","26069","Iosco County, Michigan","B15003_022",1998,222
"1267","26071","Iron County, Michigan","B15003_022",1099,128
"1268","26073","Isabella County, Michigan","B15003_022",6436,371
"1269","26075","Jackson County, Michigan","B15003_022",15798,834
"1270","26077","Kalamazoo County, Michigan","B15003_022",35464,1092
"1271","26079","Kalkaska County, Michigan","B15003_022",969,128
"1272","26081","Kent County, Michigan","B15003_022",94426,1895
"1273","26083","Keweenaw County, Michigan","B15003_022",251,43
"1274","26085","Lake County, Michigan","B15003_022",643,83
"1275","26087","Lapeer County, Michigan","B15003_022",7313,431
"1276","26089","Leelanau County, Michigan","B15003_022",3923,269
"1277","26091","Lenawee County, Michigan","B15003_022",9067,600
"1278","26093","Livingston County, Michigan","B15003_022",29548,859
"1279","26095","Luce County, Michigan","B15003_022",495,82
"1280","26097","Mackinac County, Michigan","B15003_022",992,103
"1281","26099","Macomb County, Michigan","B15003_022",95834,2004
"1282","26101","Manistee County, Michigan","B15003_022",2342,187
"1283","26103","Marquette County, Michigan","B15003_022",9257,481
"1284","26105","Mason County, Michigan","B15003_022",2853,244
"1285","26107","Mecosta County, Michigan","B15003_022",3540,288
"1286","26109","Menominee County, Michigan","B15003_022",1920,171
"1287","26111","Midland County, Michigan","B15003_022",11924,600
"1288","26113","Missaukee County, Michigan","B15003_022",931,82
"1289","26115","Monroe County, Michigan","B15003_022",12881,652
"1290","26117","Montcalm County, Michigan","B15003_022",3807,319
"1291","26119","Montmorency County, Michigan","B15003_022",580,78
"1292","26121","Muskegon County, Michigan","B15003_022",14978,663
"1293","26123","Newaygo County, Michigan","B15003_022",3325,237
"1294","26125","Oakland County, Michigan","B15003_022",225174,2644
"1295","26127","Oceana County, Michigan","B15003_022",2099,174
"1296","26129","Ogemaw County, Michigan","B15003_022",1180,116
"1297","26131","Ontonagon County, Michigan","B15003_022",615,86
"1298","26133","Osceola County, Michigan","B15003_022",1303,127
"1299","26135","Oscoda County, Michigan","B15003_022",445,74
"1300","26137","Otsego County, Michigan","B15003_022",2470,198
"1301","26139","Ottawa County, Michigan","B15003_022",37735,1272
"1302","26141","Presque Isle County, Michigan","B15003_022",975,121
"1303","26143","Roscommon County, Michigan","B15003_022",1673,200
"1304","26145","Saginaw County, Michigan","B15003_022",18221,823
"1305","26147","St. Clair County, Michigan","B15003_022",12806,547
"1306","26149","St. Joseph County, Michigan","B15003_022",3921,250
"1307","26151","Sanilac County, Michigan","B15003_022",2514,195
"1308","26153","Schoolcraft County, Michigan","B15003_022",628,107
"1309","26155","Shiawassee County, Michigan","B15003_022",5027,370
"1310","26157","Tuscola County, Michigan","B15003_022",3532,238
"1311","26159","Van Buren County, Michigan","B15003_022",6929,442
"1312","26161","Washtenaw County, Michigan","B15003_022",57485,1209
"1313","26163","Wayne County, Michigan","B15003_022",161102,2482
"1314","26165","Wexford County, Michigan","B15003_022",2786,225
"1315","27001","Aitkin County, Minnesota","B15003_022",1446,117
"1316","27003","Anoka County, Minnesota","B15003_022",47125,1247
"1317","27005","Becker County, Minnesota","B15003_022",3880,221
"1318","27007","Beltrami County, Minnesota","B15003_022",4780,353
"1319","27009","Benton County, Minnesota","B15003_022",4289,356
"1320","27011","Big Stone County, Minnesota","B15003_022",465,87
"1321","27013","Blue Earth County, Minnesota","B15003_022",8101,423
"1322","27015","Brown County, Minnesota","B15003_022",2522,246
"1323","27017","Carlton County, Minnesota","B15003_022",3896,281
"1324","27019","Carver County, Minnesota","B15003_022",21349,690
"1325","27021","Cass County, Minnesota","B15003_022",3148,171
