"","GEOID","County","Adult Population with Bachlors Degree Estimate","Adult Population with Bachlors Degree 90% Confidence Interval","Adult Population Estimate","Adult Population 90% Confidence Interval","Median Household Income Estimate","Median Household Income 90% Confidence Interval","PCT_Degree"
"672","17153","Pulaski County, Illinois",289,91,4063,49,34655,3429,0.0711297071129707
"673","17155","Putnam County, Illinois",410,103,4235,71,64741,5458,0.0968122786304604
"674","17157","Randolph County, Illinois",2189,264,23893,183,49717,1994,0.0916167915288997
"675","17159","Richland County, Illinois",1735,222,11155,44,46454,3015,0.155535634244733
"676","17161","Rock Island County, Illinois",14918,679,100347,62,51426,957,0.148664135449989
"677","17163","St. Clair County, Illinois",28056,1132,177839,107,51103,1054,0.157760671168866
"678","17165","Saline County, Illinois",1865,230,17140,98,40722,2498,0.108809801633606
"679","17167","Sangamon County, Illinois",29200,1060,136402,73,58687,1256,0.214073107432442
"680","17169","Schuyler County, Illinois",650,121,5409,43,47321,4462,0.120170086892217
"681","17171","Scott County, Illinois",356,72,3605,19,48542,6516,0.09875173370319
"682","17173","Shelby County, Illinois",1768,205,15576,44,49807,2404,0.113507960965588
"683","17175","Stark County, Illinois",512,106,3919,9,52284,2543,0.130645572850217
"684","17177","Stephenson County, Illinois",3909,368,32234,120,46427,1906,0.121269467022399
"685","17179","Tazewell County, Illinois",17038,815,93706,176,60874,1682,0.181824002731949
"686","17181","Union County, Illinois",1751,253,12359,73,46716,3562,0.141678129298487
"687","17183","Vermilion County, Illinois",5532,424,53825,103,44930,1688,0.102777519739898
"688","17185","Wabash County, Illinois",1055,152,8038,76,49716,3423,0.131251555113212
"689","17187","Warren County, Illinois",1959,227,11404,118,47278,2781,0.171781830936514
"690","17189","Washington County, Illinois",1381,188,10164,40,54520,2760,0.135871704053522
"691","17191","Wayne County, Illinois",1129,171,11631,64,46405,3218,0.0970681798641561
"692","17193","White County, Illinois",1008,144,10088,46,46279,3062,0.0999206978588422
"693","17195","Whiteside County, Illinois",4647,326,39619,114,51969,1904,0.117292208283904
"694","17197","Will County, Illinois",95679,1579,444963,52,80782,1137,0.215026867402458
"695","17199","Williamson County, Illinois",6288,503,47536,141,48600,1911,0.13227869404241
"696","17201","Winnebago County, Illinois",27530,934,194834,70,51110,701,0.141299773140212
"697","17203","Woodford County, Illinois",5802,329,25942,80,69507,2304,0.223652763857837
"698","18001","Adams County, Indiana",2116,297,21052,79,48290,2581,0.100513015390462
"699","18003","Allen County, Indiana",42678,1508,237509,56,51091,655,0.179690032798757
"700","18005","Bartholomew County, Indiana",10155,683,54857,102,57331,2560,0.185117669577265
"701","18007","Benton County, Indiana",744,104,5841,24,49183,4226,0.127375449409348
"702","18009","Blackford County, Indiana",506,98,8610,69,40622,2254,0.0587688734030197
"703","18011","Boone County, Indiana",11596,590,41421,110,75591,2282,0.279954612394679
"704","18013","Brown County, Indiana",1421,228,11254,43,59292,5009,0.126266216456371
"705","18015","Carroll County, Indiana",1528,200,13909,40,56188,2345,0.109856927169459
"706","18017","Cass County, Indiana",2334,213,25935,94,45558,2327,0.0899942163100058
"707","18019","Clark County, Indiana",10961,656,79085,203,52834,1041,0.13859771132326
"708","18021","Clay County, Indiana",2031,282,18220,75,50924,2157,0.111470911086718
"709","18023","Clinton County, Indiana",2297,290,21277,59,51659,2997,0.107956948817972
"710","18025","Crawford County, Indiana",486,115,7473,29,40067,3534,0.065034122842232
"711","18027","Daviess County, Indiana",1875,264,20237,150,48355,2821,0.0926520729357118
"712","18029","Dearborn County, Indiana",4855,434,33999,111,62905,2418,0.142798317597576
"713","18031","Decatur County, Indiana",2281,295,17757,95,52270,1808,0.128456383398097
"714","18033","DeKalb County, Indiana",3503,377,28431,81,51374,2180,0.123210580000703
"715","18035","Delaware County, Indiana",9852,510,71195,134,41208,1503,0.138380504248894
"716","18037","Dubois County, Indiana",4394,489,28458,224,57307,3230,0.154402979829925
"717","18039","Elkhart County, Indiana",15620,891,128152,98,52449,1232,0.121886509769649
"718","18041","Fayette County, Indiana",1228,193,16358,80,41476,2097,0.0750703019929087
"719","18043","Floyd County, Indiana",9263,531,52041,167,59451,1921,0.177994273745701
"720","18045","Fountain County, Indiana",1074,189,11545,70,46669,2741,0.0930272845387614
"721","18047","Franklin County, Indiana",2001,269,15509,35,55588,2557,0.12902185827584
"722","18049","Fulton County, Indiana",1166,199,14015,29,47108,3650,0.0831965750981092
"723","18051","Gibson County, Indiana",2568,305,22827,67,51149,1981,0.112498357208569
"724","18053","Grant County, Indiana",4637,498,44546,123,42046,1728,0.104094643739056
"725","18055","Greene County, Indiana",2102,242,22716,133,49648,1966,0.0925338968128192
"726","18057","Hamilton County, Indiana",73578,1639,199803,29,90582,1988,0.368252728938004
"727","18059","Hancock County, Indiana",10029,730,49508,255,70973,1682,0.202573321483397
"728","18061","Harrison County, Indiana",2893,333,27639,152,53897,2441,0.104670935996237
"729","18063","Hendricks County, Indiana",24513,1243,104392,358,74245,1577,0.234816844202621
"730","18065","Henry County, Indiana",3791,351,34455,100,46131,1368,0.110027572195617
"731","18067","Howard County, Indiana",7467,456,56980,201,47958,1663,0.131045981045981
"732","18069","Huntington County, Indiana",2771,306,24887,67,50063,2039,0.111343271587576
"733","18071","Jackson County, Indiana",3112,320,29579,80,49080,3445,0.105209777206802
"734","18073","Jasper County, Indiana",2132,265,22258,100,56574,2035,0.095785784886333
"735","18075","Jay County, Indiana",916,170,13871,81,42878,2330,0.0660370557277774
"736","18077","Jefferson County, Indiana",2324,289,22097,165,50722,2808,0.105172647870752
"737","18079","Jennings County, Indiana",1375,245,18680,76,48362,3477,0.0736081370449679
"738","18081","Johnson County, Indiana",20575,1171,98960,310,65272,2113,0.207912287793048
"739","18083","Knox County, Indiana",2532,343,24759,149,44837,1750,0.102265842723858
"740","18085","Kosciusko County, Indiana",7526,560,52041,165,57190,1972,0.144616744489921
"741","18087","LaGrange County, Indiana",1556,246,22347,76,58336,2617,0.0696290329798183
"742","18089","Lake County, Indiana",47030,1312,326499,90,52559,814,0.144043320193936
"743","18091","LaPorte County, Indiana",8931,557,77203,42,49921,1962,0.115682033081616
"744","18093","Lawrence County, Indiana",3195,400,32030,131,49985,2106,0.0997502341554792
"745","18095","Madison County, Indiana",10584,558,89800,46,45432,1143,0.117861915367483
"746","18097","Marion County, Indiana",118164,2265,615756,104,44869,575,0.191900687934831
"747","18099","Marshall County, Indiana",3823,355,30831,141,51869,2198,0.123998572864974
"748","18101","Martin County, Indiana",457,102,7106,53,49372,2903,0.0643118491415705
"749","18103","Miami County, Indiana",1944,260,24872,166,46666,2064,0.0781601801222258
"750","18105","Monroe County, Indiana",19422,876,81878,74,45689,1794,0.237206575636923
"751","18107","Montgomery County, Indiana",3270,345,25785,131,53075,1710,0.126817917393834
"752","18109","Morgan County, Indiana",5093,467,47577,130,60317,1658,0.107047522962776
"753","18111","Newton County, Indiana",744,177,9859,70,52193,2907,0.0754640430063901
"754","18113","Noble County, Indiana",3051,399,31331,38,52393,2082,0.0973795920972838
"755","18115","Ohio County, Indiana",384,99,4388,12,58359,3753,0.0875113947128532
"756","18117","Orange County, Indiana",960,170,13461,81,42803,5080,0.0713171383998217
"757","18119","Owen County, Indiana",1024,165,14921,101,48315,3186,0.0686281080356544
"758","18121","Parke County, Indiana",1056,192,12051,114,44643,4328,0.0876275827732138
"759","18123","Perry County, Indiana",1002,172,13635,125,49689,3628,0.0734873487348735
"760","18125","Pike County, Indiana",739,121,8795,112,50196,3188,0.0840250142126208
"761","18127","Porter County, Indiana",19582,795,113686,123,65979,1797,0.172246362788734
"762","18129","Posey County, Indiana",2388,325,17829,91,60992,2225,0.133939088002692
"763","18131","Pulaski County, Indiana",727,125,8884,79,47633,4015,0.0818325078793336
"764","18133","Putnam County, Indiana",2210,296,24756,119,55295,2952,0.0892712877686218
"765","18135","Randolph County, Indiana",1368,179,17404,55,44985,2176,0.0786026200873362
"766","18137","Ripley County, Indiana",2350,276,19184,58,53698,1431,0.122497914929108
"767","18139","Rush County, Indiana",1122,201,11539,87,47955,3688,0.0972354623450906
"768","18141","St. Joseph County, Indiana",30387,1087,174455,87,48121,1178,0.174182453927947
"769","18143","Scott County, Indiana",1279,251,16245,117,49243,3702,0.078731917513081
"770","18145","Shelby County, Indiana",3670,347,30587,82,57216,2445,0.119985614803675
"771","18147","Spencer County, Indiana",1479,188,14377,50,55280,2922,0.102872643806079
"772","18149","Starke County, Indiana",1193,186,15788,77,45526,2743,0.0755637192804662
"773","18151","Steuben County, Indiana",3003,300,23551,145,52749,2174,0.127510509107894
"774","18153","Sullivan County, Indiana",1271,238,14952,128,45031,3877,0.0850053504547887
"775","18155","Switzerland County, Indiana",451,128,7159,38,43468,5649,0.0629976253666713
"776","18157","Tippecanoe County, Indiana",21124,931,102561,64,50486,996,0.205965230448221
"777","18159","Tipton County, Indiana",1515,231,10848,81,53931,2184,0.139657079646018
"778","18161","Union County, Indiana",582,155,4973,97,45531,3293,0.117031972652323
"779","18163","Vanderburgh County, Indiana",20697,894,123257,112,44815,1408,0.167917440794438
"780","18165","Vermillion County, Indiana",985,136,10949,45,45440,2242,0.0899625536578683
"781","18167","Vigo County, Indiana",10051,707,69061,146,42030,1275,0.145538002635351
"782","18169","Wabash County, Indiana",2388,244,21810,101,49052,1738,0.10949105914718
"783","18171","Warren County, Indiana",767,147,5870,32,58950,2984,0.130664395229983
"784","18173","Warrick County, Indiana",7662,634,41987,115,66080,2162,0.182485054897945
"785","18175","Washington County, Indiana",1425,273,19059,110,46861,2738,0.0747678262238313
"786","18177","Wayne County, Indiana",4901,444,45907,150,41813,1479,0.106759317751105
"787","18179","Wells County, Indiana",2368,291,18701,97,53038,2386,0.126624244692797
"788","18181","White County, Indiana",1781,248,16729,77,51404,3174,0.106461832745532
"789","18183","Whitley County, Indiana",2880,292,23080,69,57041,2694,0.124783362218371
"790","19001","Adair County, Iowa",598,102,5167,10,49477,2633,0.115734468743952
"791","19003","Adams County, Iowa",357,58,2739,28,49745,3996,0.130339539978094
"792","19005","Allamakee County, Iowa",1208,145,9760,42,47895,3365,0.123770491803279
"793","19007","Appanoose County, Iowa",1156,175,8948,49,40377,2415,0.129190880643719
"794","19009","Audubon County, Iowa",414,74,4147,35,48750,2762,0.0998312032794791
"795","19011","Benton County, Iowa",2764,265,17550,57,64061,3365,0.157492877492877
"796","19013","Black Hawk County, Iowa",15068,685,83456,97,50916,994,0.18055023006135
"797","19015","Boone County, Iowa",3124,315,18304,152,57906,3321,0.170673076923077
"798","19017","Bremer County, Iowa",3321,261,16263,79,65440,2649,0.20420586607637
"799","19019","Buchanan County, Iowa",2019,194,13993,60,59348,3103,0.14428642892875
"800","19021","Buena Vista County, Iowa",1838,195,12786,140,52784,1870,0.143750977631785
"801","19023","Butler County, Iowa",1286,127,10437,32,53937,1971,0.123215483376449
"802","19025","Calhoun County, Iowa",885,98,6990,46,46302,3680,0.126609442060086
"803","19027","Carroll County, Iowa",2361,250,13863,88,54563,2886,0.170309456827527
"804","19029","Cass County, Iowa",1343,182,9405,21,45637,3680,0.142796384901648
"805","19031","Cedar County, Iowa",2220,275,12942,85,62555,1614,0.171534538711173
"806","19033","Cerro Gordo County, Iowa",4887,440,30737,119,50569,2060,0.158994046263461
"807","19035","Cherokee County, Iowa",1199,170,8317,72,53998,3616,0.144162558614885
"808","19037","Chickasaw County, Iowa",964,125,8351,33,50688,3491,0.11543527721231
"809","19039","Clarke County, Iowa",822,177,6364,85,49718,3191,0.129164047768699
"810","19041","Clay County, Iowa",1921,283,11457,83,48978,4257,0.167670419830671
"811","19043","Clayton County, Iowa",1471,182,12608,41,51114,2880,0.116671954314721
"812","19045","Clinton County, Iowa",4346,368,32898,111,50295,2832,0.132105295154721
"813","19047","Crawford County, Iowa",1117,147,11143,130,51091,3288,0.100242304585839
"814","19049","Dallas County, Iowa",18159,774,52638,164,82719,3270,0.344978912572666
"815","19051","Davis County, Iowa",666,136,5580,45,52390,4489,0.119354838709677
"816","19053","Decatur County, Iowa",638,96,4908,45,41042,3857,0.12999185004075
"817","19055","Delaware County, Iowa",1354,193,11803,53,60534,3595,0.114716597475218
"818","19057","Des Moines County, Iowa",3884,373,27689,115,47524,1795,0.140272310303731
"819","19059","Dickinson County, Iowa",2572,217,12620,74,59889,2921,0.203803486529319
"820","19061","Dubuque County, Iowa",12576,467,64135,114,59150,1287,0.196086380291572
"821","19063","Emmet County, Iowa",967,172,6512,120,47419,5869,0.148495085995086
"822","19065","Fayette County, Iowa",1897,187,13887,62,48412,2550,0.136602577950601
"823","19067","Floyd County, Iowa",1787,268,11046,68,48607,3763,0.161778019192468
"824","19069","Franklin County, Iowa",825,120,7203,52,48172,3111,0.114535610162432
"825","19071","Fremont County, Iowa",682,79,4971,38,54430,3310,0.137195735264534
"826","19073","Greene County, Iowa",926,151,6363,38,52529,3835,0.145528838598146
"827","19075","Grundy County, Iowa",1712,154,8600,47,65170,2260,0.19906976744186
"828","19077","Guthrie County, Iowa",1125,139,7521,29,56306,1850,0.149581172716394
"829","19079","Hamilton County, Iowa",1784,197,10642,98,55836,3493,0.167637662093591
"830","19081","Hancock County, Iowa",1183,136,7778,28,57840,2889,0.152095654409874
"831","19083","Hardin County, Iowa",1774,211,12067,116,52207,1841,0.147012513466479
"832","19085","Harrison County, Iowa",1311,129,9912,30,57558,2479,0.13226392251816
"833","19087","Henry County, Iowa",1998,246,13600,127,52275,2217,0.146911764705882
"834","19089","Howard County, Iowa",627,121,6363,69,51422,2591,0.0985384252710985
"835","19091","Humboldt County, Iowa",1032,141,6692,32,48847,4222,0.15421398684997
"836","19093","Ida County, Iowa",794,106,4872,26,51978,2633,0.162972085385878
"837","19095","Iowa County, Iowa",1544,217,11229,39,58077,5869,0.137501113189064
"838","19097","Jackson County, Iowa",1678,213,13640,82,51806,2812,0.123020527859238
"839","19099","Jasper County, Iowa",3561,327,25859,112,56363,2388,0.137708341389845
"840","19101","Jefferson County, Iowa",2434,345,12591,201,44516,3640,0.193312683662934
"841","19103","Johnson County, Iowa",23817,968,84554,91,59965,1839,0.28167798093526
"842","19105","Jones County, Iowa",1708,211,14549,65,58391,5596,0.117396384631246
"843","19107","Keokuk County, Iowa",955,135,7173,33,48399,3626,0.133138156977555
"844","19109","Kossuth County, Iowa",1705,174,10689,62,54868,2977,0.159509776405651
"845","19111","Lee County, Iowa",2740,250,24467,102,48266,2235,0.111987575101157
"846","19113","Linn County, Iowa",33089,1216,146925,187,62702,1489,0.225210141228518
"847","19115","Louisa County, Iowa",834,111,7694,56,54393,4017,0.108396152846374
"848","19117","Lucas County, Iowa",778,124,5959,NA,47325,3761,0.130558818593724
"849","19119","Lyon County, Iowa",1217,153,7609,23,62012,2497,0.159942173741622
"850","19121","Madison County, Iowa",1894,261,10634,30,60077,4365,0.178107955614068
"851","19123","Mahaska County, Iowa",2546,251,14982,83,50568,1801,0.169937258042985
"852","19125","Marion County, Iowa",3920,278,21619,101,57917,2942,0.181321985290716
"853","19127","Marshall County, Iowa",3721,326,26767,98,52752,1749,0.139014458101394
"854","19129","Mills County, Iowa",1629,197,10287,59,67949,4799,0.1583552055993
"855","19131","Mitchell County, Iowa",934,141,7264,61,53675,3004,0.128579295154185
"856","19133","Monona County, Iowa",705,112,6487,81,41598,3139,0.108678896254047
"857","19135","Monroe County, Iowa",677,157,5376,88,50179,6593,0.12593005952381
"858","19137","Montgomery County, Iowa",867,139,7143,67,43674,4866,0.121377572448551
"859","19139","Muscatine County, Iowa",4129,369,28378,99,56398,2540,0.145500035238565
"860","19141","O'Brien County, Iowa",1435,200,9678,36,56314,5663,0.148274436867121
"861","19143","Osceola County, Iowa",595,97,4283,18,53604,4056,0.138921316833995
"862","19145","Page County, Iowa",1662,222,11118,66,46708,3368,0.149487317862925
"863","19147","Palo Alto County, Iowa",1232,155,6275,65,50470,2584,0.196334661354582
"864","19149","Plymouth County, Iowa",2696,263,16716,88,61316,2664,0.161282603493659
"865","19151","Pocahontas County, Iowa",648,84,4978,46,45969,2874,0.130172760144636
"866","19153","Polk County, Iowa",75457,1657,308247,64,63530,972,0.244793947710764
"867","19155","Pottawattamie County, Iowa",9163,483,62841,130,56291,2064,0.145812447287599
"868","19157","Poweshiek County, Iowa",1648,209,11984,114,51456,2383,0.137516688918558
"869","19159","Ringgold County, Iowa",521,86,3499,36,50642,2948,0.148899685624464
"870","19161","Sac County, Iowa",1026,114,7035,44,53254,2120,0.145842217484009
"871","19163","Scott County, Iowa",23088,878,115570,82,57681,1423,0.199775028121485
"872","19165","Shelby County, Iowa",1321,180,8304,53,55638,4343,0.159079961464355
"873","19167","Sioux County, Iowa",4023,308,20534,71,66022,1721,0.195918963670011
"874","19169","Story County, Iowa",13567,676,49223,170,52671,2162,0.27562318428377
"875","19171","Tama County, Iowa",1415,168,11727,58,56110,2522,0.120661720815213
"876","19173","Taylor County, Iowa",446,62,4357,29,46825,2160,0.102364011934818
"877","19175","Union County, Iowa",956,147,8516,50,47597,2912,0.112259276655707
"878","19177","Van Buren County, Iowa",508,97,5074,27,47197,3094,0.100118249901458
"879","19179","Wapello County, Iowa",2858,279,24091,115,43329,1725,0.118633514590511
"880","19181","Warren County, Iowa",6961,417,31753,125,71514,2792,0.219223380467987
"881","19183","Washington County, Iowa",2179,227,14961,71,59157,2412,0.145645344562529
"882","19185","Wayne County, Iowa",416,58,4383,37,42434,3641,0.0949121606205795
"883","19187","Webster County, Iowa",3608,300,24701,153,42148,2144,0.146066960851787
"884","19189","Winnebago County, Iowa",1168,144,7305,70,50072,3013,0.159890485968515
"885","19191","Winneshiek County, Iowa",2366,197,13462,81,60788,2808,0.175753974149458
"886","19193","Woodbury County, Iowa",10188,574,65199,160,51350,1565,0.156260065338425
"887","19195","Worth County, Iowa",586,74,5244,51,50880,2756,0.111746758199847
"888","19197","Wright County, Iowa",1182,171,8954,33,48935,2600,0.13200804109895
"889","20001","Allen County, Kansas",1086,169,8625,66,43031,2171,0.125913043478261
"890","20003","Anderson County, Kansas",574,131,5361,7,40986,4317,0.107069576571535
"891","20005","Atchison County, Kansas",1324,202,10127,79,46640,4084,0.130739606991212
"892","20007","Barber County, Kansas",393,85,3411,104,52075,4504,0.115215479331574
"893","20009","Barton County, Kansas",2161,249,18253,141,46070,3301,0.118391497288117
"894","20011","Bourbon County, Kansas",1191,195,9565,61,39379,3355,0.124516466283325
"895","20013","Brown County, Kansas",878,129,6564,21,46964,2694,0.133759902498477
"896","20015","Butler County, Kansas",8573,570,43322,120,62324,2317,0.197890217441485
"897","20017","Chase County, Kansas",335,61,1855,31,42772,4209,0.180592991913747
"898","20019","Chautauqua County, Kansas",309,63,2490,37,39531,4615,0.124096385542169
"899","20021","Cherokee County, Kansas",1713,183,14012,78,41101,2051,0.122252355124179
"900","20023","Cheyenne County, Kansas",386,68,1893,50,47167,5000,0.203909138932911
"901","20025","Clark County, Kansas",382,58,1433,69,46094,6602,0.266573621772505
"902","20027","Clay County, Kansas",927,195,5730,50,55434,5158,0.161780104712042
"903","20029","Cloud County, Kansas",772,120,6194,42,44199,3417,0.124636745237326
"904","20031","Coffey County, Kansas",910,103,5869,27,58662,3480,0.155051967967286
"905","20033","Comanche County, Kansas",167,40,1228,93,51563,12113,0.13599348534202
"906","20035","Cowley County, Kansas",3215,297,23253,172,46624,2505,0.13826172966929
"907","20037","Crawford County, Kansas",4221,350,23369,218,38017,1911,0.180623903461851
"908","20039","Decatur County, Kansas",318,80,2165,36,41230,3659,0.146882217090069
"909","20041","Dickinson County, Kansas",1937,259,13182,71,49663,3025,0.146942800788955
"910","20043","Doniphan County, Kansas",645,95,5113,94,50300,3554,0.126149031879523
"911","20045","Douglas County, Kansas",17727,748,67159,253,54370,1728,0.263955687249661
"912","20047","Edwards County, Kansas",286,53,2062,62,50229,2624,0.138700290979631
"913","20049","Elk County, Kansas",164,34,1933,42,39405,4007,0.0848422141748577
"914","20051","Ellis County, Kansas",4297,355,17221,216,49562,3498,0.249520933743685
"915","20053","Ellsworth County, Kansas",661,110,4612,56,48550,4820,0.143321769297485
"916","20055","Finney County, Kansas",2518,250,21627,78,51703,1928,0.116428538401073
"917","20057","Ford County, Kansas",2480,312,20419,121,49890,3711,0.121455507125716
"918","20059","Franklin County, Kansas",2302,282,16982,103,53167,2539,0.135555293840537
"919","20061","Geary County, Kansas",2879,325,19185,105,46096,1555,0.150065155069064
"920","20063","Gove County, Kansas",365,59,1934,67,50817,3948,0.188728024819028
"921","20065","Graham County, Kansas",418,69,1934,61,43427,4600,0.216132368148914
"922","20067","Grant County, Kansas",538,153,4613,159,57474,8639,0.116626923910687
"923","20069","Gray County, Kansas",594,90,3743,25,61220,2178,0.158696232968207
"924","20071","Greeley County, Kansas",200,55,831,75,47045,7304,0.240673886883273
"925","20073","Greenwood County, Kansas",584,97,4521,19,41648,2587,0.12917496129175
"926","20075","Hamilton County, Kansas",225,59,1615,120,48160,3910,0.139318885448916
"927","20077","Harper County, Kansas",466,89,3989,18,48059,5201,0.116821258460767
"928","20079","Harvey County, Kansas",4122,417,22810,160,55687,1822,0.180710214818062
"929","20081","Haskell County, Kansas",295,58,2503,27,53780,3553,0.11785856971634
"930","20083","Hodgeman County, Kansas",235,60,1338,96,55345,5977,0.175635276532138
"931","20085","Jackson County, Kansas",1183,176,8932,38,53592,3434,0.132445141065831
"932","20087","Jefferson County, Kansas",1887,208,13175,33,58935,2073,0.143225806451613
"933","20089","Jewell County, Kansas",255,58,2216,35,43125,4266,0.115072202166065
"934","20091","Johnson County, Kansas",132207,1760,388234,115,81121,827,0.340534316932572
"935","20093","Kearny County, Kansas",210,71,2449,72,51439,4239,0.0857492854226215
"936","20095","Kingman County, Kansas",908,99,5340,34,57593,6462,0.170037453183521
"937","20097","Kiowa County, Kansas",309,53,1642,33,48226,3193,0.188185140073082
"938","20099","Labette County, Kansas",1614,242,14004,110,45706,2966,0.115252784918595
"939","20101","Lane County, Kansas",206,47,1163,70,51765,10083,0.177128116938951
"940","20103","Leavenworth County, Kansas",9459,576,53657,116,70022,2408,0.176286411838157
"941","20105","Lincoln County, Kansas",287,57,2206,28,48693,6396,0.130099728014506
"942","20107","Linn County, Kansas",708,135,6786,58,46576,5145,0.104332449160035
"943","20109","Logan County, Kansas",262,52,1919,30,49926,4604,0.136529442417926
"944","20111","Lyon County, Kansas",3498,361,19909,165,42992,2717,0.1756994324175
"945","20113","McPherson County, Kansas",3881,324,19413,145,56946,3025,0.199917581002421
"946","20115","Marion County, Kansas",1356,149,8329,46,50212,2917,0.16280465842238
"947","20117","Marshall County, Kansas",844,122,6921,22,50420,2613,0.121947695419737
"948","20119","Meade County, Kansas",394,81,2755,74,54167,2579,0.143012704174229
"949","20121","Miami County, Kansas",3876,378,22327,107,63501,3546,0.173601469073319
"950","20123","Mitchell County, Kansas",698,136,4226,50,44591,3633,0.165168007572172
"951","20125","Montgomery County, Kansas",2891,289,22524,114,43977,2660,0.128351980110105
"952","20127","Morris County, Kansas",485,93,4097,48,50338,3365,0.11837930192824
"953","20129","Morton County, Kansas",158,59,1852,76,43813,9676,0.0853131749460043
"954","20131","Nemaha County, Kansas",1122,118,6658,40,53368,2967,0.168519074797236
"955","20133","Neosho County, Kansas",1173,198,10777,87,44402,2389,0.108842906189106
"956","20135","Ness County, Kansas",323,59,2184,75,48412,4284,0.147893772893773
"957","20137","Norton County, Kansas",528,147,3972,105,50673,6181,0.132930513595166
"958","20139","Osage County, Kansas",1548,158,10988,64,54186,2532,0.140880961048416
"959","20141","Osborne County, Kansas",429,80,2642,27,42173,4304,0.162376987130961
"960","20143","Ottawa County, Kansas",682,100,4109,9,51797,4151,0.165977123387686
"961","20145","Pawnee County, Kansas",579,147,5038,136,46224,6312,0.114926558157999
"962","20147","Phillips County, Kansas",570,68,3769,36,46806,1293,0.151233749005041
"963","20149","Pottawatomie County, Kansas",3310,347,14674,74,64410,4496,0.225569033664986
"964","20151","Pratt County, Kansas",1119,130,6265,21,53415,4992,0.178611332801277
"965","20153","Rawlins County, Kansas",365,71,1873,15,50893,4620,0.194874532835024
"966","20155","Reno County, Kansas",5873,409,43237,154,47897,1385,0.135832735851239
"967","20157","Republic County, Kansas",490,84,3523,35,43489,3326,0.139086006244678
"968","20159","Rice County, Kansas",961,142,6354,51,48333,5611,0.151243311299969
"969","20161","Riley County, Kansas",9250,609,37648,156,48428,2099,0.245696982575436
"970","20163","Rooks County, Kansas",602,81,3608,23,48352,4607,0.166851441241685
"971","20165","Rush County, Kansas",347,65,2294,86,43594,6991,0.1512641673932
"972","20167","Russell County, Kansas",667,160,5134,100,48427,3823,0.12991819244254
"973","20169","Saline County, Kansas",6167,539,37069,151,49728,1876,0.166365426636812
"974","20171","Scott County, Kansas",630,170,3302,136,62198,14430,0.190793458509994
"975","20173","Sedgwick County, Kansas",66165,1588,328321,73,52841,879,0.201525336484721
"976","20175","Seward County, Kansas",1185,172,13265,59,47535,3069,0.0893328307576329
"977","20177","Shawnee County, Kansas",23162,929,120131,152,54667,1174,0.192806186579651
"978","20179","Sheridan County, Kansas",324,53,1808,19,56607,9624,0.179203539823009
"979","20181","Sherman County, Kansas",565,171,4064,168,52030,3602,0.139025590551181
"980","20183","Smith County, Kansas",394,58,2738,36,45357,3512,0.143900657414171
"981","20185","Stafford County, Kansas",494,65,2941,16,47121,4647,0.167970078204692
"982","20187","Stanton County, Kansas",260,78,1368,88,42222,3345,0.190058479532164
"983","20189","Stevens County, Kansas",405,104,3555,90,57500,7344,0.113924050632911
"984","20191","Sumner County, Kansas",2444,251,15641,109,52695,2960,0.156255993862285
"985","20193","Thomas County, Kansas",946,166,5030,57,52465,7317,0.188071570576541
"986","20195","Trego County, Kansas",347,79,2121,67,55197,7814,0.163602074493164
"987","20197","Wabaunsee County, Kansas",711,107,4741,26,58947,3439,0.149968361105252
"988","20199","Wallace County, Kansas",229,50,1087,70,60000,12814,0.210671573137075
"989","20201","Washington County, Kansas",562,88,3911,32,47992,2186,0.143697264126822
"990","20203","Wichita County, Kansas",224,62,1461,85,55109,14474,0.153319644079398
"991","20205","Wilson County, Kansas",649,119,6150,44,44468,4477,0.105528455284553
"992","20207","Woodson County, Kansas",241,46,2348,3,36493,4637,0.102640545144804
"993","20209","Wyandotte County, Kansas",11616,645,102821,39,42783,1077,0.112973030801101
"994","21001","Adair County, Kentucky",997,168,12861,105,36575,3426,0.077521188088018
"995","21003","Allen County, Kentucky",1274,247,14073,62,40598,2927,0.0905279613444184
"996","21005","Anderson County, Kentucky",1974,276,15096,94,51681,3353,0.130763116057234
"997","21007","Ballard County, Kentucky",463,92,5710,35,42988,2753,0.0810858143607706
"998","21009","Barren County, Kentucky",2904,367,29531,129,39658,1505,0.0983373404219295
"999","21011","Bath County, Kentucky",636,169,8116,45,38763,3975,0.0783637259733859
"1000","21013","Bell County, Kentucky",897,148,19355,65,23558,2343,0.046344613794885
"1001","21015","Boone County, Kentucky",16762,873,83393,226,72731,2787,0.201000083939899
"1002","21017","Bourbon County, Kentucky",1712,273,13912,59,47886,5525,0.123059229442208
"1003","21019","Boyd County, Kentucky",4012,389,34571,142,45543,2616,0.116051025425935
"1004","21021","Boyle County, Kentucky",2329,264,19764,142,43076,3260,0.117840518113742
"1005","21023","Bracken County, Kentucky",438,111,5654,41,40458,3488,0.0774672798019101
"1006","21025","Breathitt County, Kentucky",556,112,9298,65,25861,2129,0.0597978059797806
"1007","21027","Breckinridge County, Kentucky",754,140,13844,51,44057,4356,0.0544640277376481
"1008","21029","Bullitt County, Kentucky",4923,474,54121,150,59917,1921,0.0909628425195396
"1009","21031","Butler County, Kentucky",610,158,8971,37,39362,2505,0.0679968788317913
"1010","21033","Caldwell County, Kentucky",623,177,9005,59,46182,8251,0.0691837867851194
